yrke_raa,antall_personer,normalisert,kategori,kilde,notat
Agent for Symasiner,1,Agent,Handel,regel,"fallback-regel, sjekket manuelt"
Agent i Colonial,1,Agent,Handel,regel,"fallback-regel, sjekket manuelt"
arb. i Blomsterforr.,1,Butikkmedarbeider,Handel,regel,
arbeider i forretningen,1,Butikkmedarbeider,Handel,regel,
asisterende i forretningen,1,Butikkmedarbeider,Handel,regel,
Behjælpelig i Caféen,1,Kafémedarbeider,Handel,regel,"fallback-regel, sjekket manuelt"
beskjæftiget ved Møbeludsalg og Contor,1,Butikkmedarbeider,Handel,manuell,butikkfunksjon/salg
Bestyrer Forretningen,1,Butikkbestyrer,Handel,regel,
Bestyrer i Kulhandel,1,Kullhandelsbestyrer,Handel,regel,
Bestyrerinde af Caffé,1,Kafébestyrer/-bestyrerinne,Handel,manuell,
Bestyrerinde af Klub,1,Klubbestyrerinne,Handel,manuell,butikkfunksjon/salg
betjent Skibsmæglerforretning,1,Butikk-/handelsbetjent,Handel,regel,"reder/megler er forretning, ikke mannskap"
Betjent v/ colonialforr.,1,Butikk-/handelsbetjent,Handel,manuell,
Betjent v/ manufakturforr.,1,Butikk-/handelsbetjent,Handel,regel,
Boghandler,1,Bokhandler,Handel,regel,
Boghandler Eier af Bogbinderi Eier af Trykkeri,1,Bokhandler og boktrykker,Handel,manuell,butikkfunksjon/salg
Boghandlermedhjælper,1,Butikk-/handelsbetjent,Handel,regel,"fallback-regel, sjekket manuelt"
Butijomfru hos N Buckholm,1,Butikkdame/expiditrise,Handel,regel,"fallback-regel, sjekket manuelt"
Butik,1,Butikkmedarbeider,Handel,regel,
Butik beseftigelse,1,Butikkmedarbeider,Handel,regel,
Butik betjent: Ved kaabeforetning,1,Butikk-/handelsbetjent,Handel,regel,
Butik dame,1,Butikkdame/expiditrise,Handel,regel,
Butik expetrise,1,Butikkdame/expiditrise,Handel,regel,
Butik Jomfru,1,Butikkdame/expiditrise,Handel,regel,
Butikbetjent,1,Handelsbetjent,Handel,regel,
Butikdame Expeditrise,1,Butikkdame/expiditrise,Handel,regel,
Butikdame i bagerforretning,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Butikdame I Butik hos M Fagerberg,1,Butikkdame/expiditrise,Handel,regel,
Butikdame I Butik i Nordsidens Skofferretning,1,Butikkdame/expiditrise,Handel,regel,
Butikdame kolonial,1,Butikkdame/expiditrise,Handel,regel,
Butikekspeditrice,1,Butikkdame/expiditrise,Handel,regel,
Butikexpedetrice i cigarforretning,1,Butikkdame/expiditrise,Handel,regel,
Butikexpeditrise i Galanterihandel,1,Butikkdame/expiditrise,Handel,regel,
Butikfrk. v/ meieriet,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Butikfrøken,1,Butikkdame/expiditrise,Handel,regel,
Butikfrøken i Kolonialforretning,1,Butikkdame/expiditrise,Handel,regel,
Butikhjomfru,1,Butikkdame/expiditrise,Handel,regel,
butikjomfru,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru hos Bager Hendriksen,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru hos Bager O Kleine,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru hos Justin Gundersen,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru hos Kjøbmand Dehlin,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru hos Mina Torpum Parfumeributik,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru i bagerbutik,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru i Blomsterforretning,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru i Bundtmagerforetning,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru i Kolnealfn.,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru i Kolonialforetning,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru kolonial,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru kolonialforretning,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru og hjælp i huset,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru paa meieriet,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Butikjomfru Sæbeforretning,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru ved Broderiforetning,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Butikjomfru ved kolonialforretn,1,Butikkdame/expiditrise,Handel,regel,
Butikjomfru ved manufaktur,1,Butikkdame/expiditrise,Handel,regel,
Butikkar Manufaktur,1,Butikk-/handelsbetjent,Handel,regel,
Butiksjomfru hos Førlie,1,Butikkdame/expiditrise,Handel,regel,
Café og Brødhandel,1,Kafébestyrer/-bestyrerinne,Handel,regel,
Café-Bestyrerinde,1,Kafébestyrer/-bestyrerinne,Handel,manuell,butikkfunksjon/salg
Café-Jomfru,1,Kafédame/servitrise,Handel,regel,"fallback-regel, sjekket manuelt"
Café-Pige,1,Kafédame/servitrise,Handel,regel,"fallback-regel, sjekket manuelt"
Cafebedrift,1,Kafébestyrer/-bestyrerinne,Handel,regel,"fallback-regel, sjekket manuelt"
cafévertidne,1,Kafévert/-vertinne,Handel,regel,"fallback-regel, sjekket manuelt"
Casserske v/ kolonial Hald. Arb. Handelsforening,1,Butikkdame/expiditrise,Handel,regel,
Colonialforretning,1,Butikkmedarbeider,Handel,regel,
Colonialkjøbmand,1,Kjøpmann/handelsmann,Handel,regel,
Condittorforretningsdame,1,Butikkdame/expiditrise,Handel,regel,
Contor & Butikjomfru ved Mineralvandfabrikken,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Datter Kaabesømforretning,1,Butikkdame/expiditrise,Handel,regel,
"Datter, Blomsterf.",1,Butikkdame/expiditrise,Handel,regel,"fallback-regel, sjekket manuelt"
driver Blomsterforretning,1,Butikkbestyrer,Handel,regel,
Driver handel,1,Kjøpmann/handelsmann,Handel,regel,
Driver husholdningshandel,1,Kjøpmann/handelsmann,Handel,regel,
Driver kolonialvarehandel,1,Kjøpmann/handelsmann,Handel,regel,
Egen kolonialforretning,1,Kjøpmann/handelsmann,Handel,regel,
Ekspedetrice ved Manufaktur,1,Butikkdame/expiditrise,Handel,regel,
ekspeditrice i manufakturfor.,1,Butikkdame/expiditrise,Handel,regel,
Exp. ved Jernvareforretning,1,Butikk-/handelsbetjent,Handel,regel,
Expederer i Manufagturforretning,1,Butikk-/handelsbetjent,Handel,regel,
Expedetrice i Husholdningshandel,1,Butikkdame/expiditrise,Handel,regel,
Expedetrise,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Expedetrise i cigarbutik,1,Butikkdame/expiditrise,Handel,regel,
Expeditrice Glasmagasin,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Expeditrice i Conditorforretning,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Expeditrice i faderens kolonialforretning og behjælpelig i huset,1,Butikkdame/expiditrise,Handel,manuell,yrket vinner over familiestilling
Expeditrice Kaabeforretning,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Expeditrise i butik,1,Butikkdame/expiditrise,Handel,regel,
Expeditrise i Kolonialfor.,1,Butikkdame/expiditrise,Handel,regel,
Farvehandlersker,1,Farvehandlerske,Handel,regel,
Fedevareforretning detalj,1,Butikkmedarbeider,Handel,regel,"fallback-regel, sjekket manuelt"
Fiskehander,1,Fiskehandler,Handel,regel,"fallback-regel, sjekket manuelt"
Fiskhandlar,1,Fiskehandler,Handel,regel,"fallback-regel, sjekket manuelt"
Forretningsdame Colonial & manufactur,1,Butikkdame/expiditrise,Handel,regel,
Forretningsdame kolonialforretning,1,Butikkdame/expiditrise,Handel,regel,
Forretningsdame Manufact.,1,Butikkdame/expiditrise,Handel,regel,
Forretningsdame v/ skotøiudsalg,1,Butikkdame/expiditrise,Handel,regel,
Frugtsælgerske,1,Fruktselger,Handel,regel,
Fulmægtil i boghandel,1,Bokhandelfullmektig,Handel,regel,
fv Handelsmand Husleieindtægt og renter,1,Forsørget,Forsørget,regel,
fv. Kjøbmand i Colonial,1,Forsørget,Forsørget,regel,
Glasvarehandel,1,Butikkmedarbeider,Handel,regel,
Grønsaghandel,1,Grønnsakshandler,Handel,regel,
Gaardeier & Kreaturhandler,1,Kreaturhandler/kveghandler,Handel,regel,
Gaardeierinde & Pensjonat,1,Pensjonatvert/-vertinne,Handel,manuell,butikkfunksjon/salg
Handel,1,Kjøpmann/handelsmann,Handel,regel,
Handel Sæbe & Parfüm,1,Kjøpmann/handelsmann,Handel,regel,
Handelmand Kolonial,1,Kjøpmann/handelsmann,Handel,regel,
Handels betjent,1,Butikk-/handelsbetjent,Handel,regel,
Handels betjent Kolonial,1,Butikk-/handelsbetjent,Handel,regel,
Handels Expetrise v/ Bagerforretning,1,Butikkdame/expiditrise,Handel,manuell,butikkfunksjon/salg
Handels Reisende,1,Handelsreisende,Handel,regel,
Handels-ekspedetrise,1,Butikkdame/expiditrise,Handel,regel,
Handelsagent,1,Handelsagent,Handel,regel,
Handelsbekjendt,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbestyrer colonialf.,1,Handelsbestyrer,Handel,regel,
Handelsbestyrer v/ Colonialforretning,1,Handelsbestyrer,Handel,regel,
Handelsbetj: Manufakturforretning,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent fortiden uden Bestel,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent hos Grøn,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent hos Vestby Colonialforr.,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i colonial,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i Haldens Arb Handelsforening,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i Isenkram & Farvehandel,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i jernforretning,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i Manufacturforretning,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i manufaktur,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent i Manufakturf.,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent Kolonial,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent Manufactur,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent Manufagtur,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent v/ kolonial Kjøbm. Gluchstad,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent ved Boghandel,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbetjent ved Manufacturforretning,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbitræde,1,Butikk-/handelsbetjent,Handel,regel,
Handelsbj. paa brændevinssamlag,1,Butikk-/handelsbetjent,Handel,regel,
Handelsborger Kolonial & Fedevarer,1,Kjøpmann/handelsmann,Handel,regel,
Handelsfuldmægt.,1,Handelsfullmektig,Handel,regel,
Handelsman & Arbeider,1,Kjøpmann/handelsmann,Handel,regel,
Handelsmand colonial,1,Kjøpmann/handelsmann,Handel,regel,
Handelsmand i Colonial,1,Kjøpmann/handelsmann,Handel,regel,
Handelsmand kolonial,1,Kjøpmann/handelsmann,Handel,regel,
Handelsmand med kurv & træsvarer,1,Kjøpmann/handelsmann,Handel,regel,
Handelsmand og Logivert,1,Kjøpmann/handelsmann,Handel,regel,
"Handelsmand, kolonialforretn.",1,Kjøpmann/handelsmann,Handel,regel,
Handelsreisende,1,Handelsreisende,Handel,regel,
Handelsreisende Haldens Spinderi & Væveri,1,Handelsreisende,Handel,manuell,butikkfunksjon/salg
Handlende & Spisef.,1,Kjøpmann/handelsmann,Handel,regel,
Handlende Husholdningshandel,1,Kjøpmann/handelsmann,Handel,regel,
Handlende Kolonial,1,Kjøpmann/handelsmann,Handel,regel,
Handlende Kolonialhandel,1,Kjøpmann/handelsmann,Handel,regel,
Handlende Manufactur,1,Kjøpmann/handelsmann,Handel,regel,
Handlende Mindre husholdningshandel,1,Kjøpmann/handelsmann,Handel,regel,
Handlende og gaardeier,1,Kjøpmann/handelsmann,Handel,regel,
"Handler med Filler og Ben og Enke, Huseier",1,Skraphandler,Handel,manuell,butikkfunksjon/salg
Hjelper i Foretningen,1,Butikkmedarbeider,Handel,regel,"fallback-regel, sjekket manuelt"
Hotel,1,Hotellmedarbeider,Handel,regel,
Hotelgut,1,Hotelltjener,Handel,regel,
Hoteltjener,1,Hotelltjener,Handel,regel,
Hotelvertinde,1,Hotellvert/-vertinne,Handel,regel,
Hotelägare,1,Hotelleier,Handel,regel,
"Huseier, handlende",1,Kjøpmann/handelsmann,Handel,regel,
Husholderske og Colonialforretning,1,Butikkmedarbeider,Handel,regel,
Husholdningshandel Handelsmand,1,Kjøpmann/handelsmann,Handel,regel,
Hustru Logi & Spiseforretning,1,Hustru/husmor,Husarbeid,manuell,yrket vinner over familiestilling
Hustru Logiforretng,1,Hustru/husmor,Husarbeid,manuell,yrket vinner over familiestilling
Hvidevareforretning,1,Butikkmedarbeider,Handel,regel,
i Sæbeforretning,1,Butikkmedarbeider,Handel,regel,
Indehaver af Cigarforretning,1,Butikkbestyrer,Handel,regel,
Intresent i Firma P. Bergman Mel & Kornforr. Dampskibsexp.,1,Interessent/deleier,Frie yrker,manuell,butikkfunksjon/salg
Jernhandler,1,Jernvarehandler,Handel,regel,
Jernvarehandler,1,Jernvarehandler,Handel,regel,
Kafévertinde,1,Kafévert/-vertinne,Handel,regel,"fallback-regel, sjekket manuelt"
Kafévært,1,Kafévert/-vertinne,Handel,regel,"fallback-regel, sjekket manuelt"
Kasereske i manufaktur,1,Butikkdame/expiditrise,Handel,regel,
Kioskjomfru,1,Butikkdame/expiditrise,Handel,regel,"fallback-regel, sjekket manuelt"
Kjøbm,1,Kjøpmann/handelsmann,Handel,regel,"fallback-regel, sjekket manuelt"
Kjøbm.,1,Kjøpmann/handelsmann,Handel,regel,"fallback-regel, sjekket manuelt"
Kjøbm. i Kolonial,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand Colonial,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand Colonial og Manufactur,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand Colonialforetning,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand fhv. (Konkurs),1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand Glasmagasin,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand i Colonial,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand i Isenkram,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand Manufactur,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand og Lagermand,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand og Sergent,1,Sersjant,Militær,manuell,butikkfunksjon/salg
Kjøbmand Vin & Colonial,1,Kjøpmann/handelsmann,Handel,regel,
"Kjøbmand, Skibshandel",1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmand. Kolonialvarer,1,Kjøpmann/handelsmann,Handel,regel,
Kjøbmd i Manufaktur,1,Kjøpmann/handelsmann,Handel,regel,
Kolonial Kjøbmand,1,Kjøpmann/handelsmann,Handel,regel,
Kolonihandel,1,Butikkmedarbeider,Handel,regel,
Kolportør,1,Handelsreisende,Handel,regel,"fallback-regel, sjekket manuelt"
Kolportør. %Boghandler%,1,Handelsreisende,Handel,regel,
Korpertør,1,Handelsreisende,Handel,manuell,antatt kolportør (omreisende selger)
Kortevarehandel,1,Kjøpmann/handelsmann,Handel,regel,
Kram Handel,1,Kramhandler,Handel,regel,
Kramhanlerske Omvankende sælgerske,1,Kramhandler,Handel,regel,
Kramkar,1,Kramhandler,Handel,regel,"fallback-regel, sjekket manuelt"
Kreaturhandler og gaardeier,1,Kreaturhandler/kveghandler,Handel,manuell,butikkfunksjon/salg
Kræmmer Skræppekar,1,Handelsreisende,Handel,regel,"fallback-regel, sjekket manuelt"
Kulhandler,1,Kullhandler,Handel,regel,
Kulhandler og Skibsreder,1,Kullhandler,Handel,regel,"reder/megler er forretning, ikke mannskap"
Kurv Handel,1,Butikkmedarbeider,Handel,regel,
Kaabeforretning,1,Butikkmedarbeider,Handel,regel,
Lagerbetjent i manufact.,1,Lagerarbeider,Handel,regel,"fallback-regel, sjekket manuelt"
Lagermand ved Frh. Samlag,1,Lagerarbeider,Handel,regel,
Lagermand. Brændevinssamlagslager,1,Lagerarbeider,Handel,regel,
Leiebibliotek,1,Leiebibliotek,Handel,manuell,butikkfunksjon/salg
Leiebibliothek,1,Leiebibliotek,Handel,manuell,butikkfunksjon/salg
Leverandør Trælastforetning,1,Leverandør,Handel,manuell,butikkfunksjon/salg
Levrandør Formand Trælastforrætning,1,Leverandør,Handel,manuell,butikkfunksjon/salg
Levrandør ve Saugbrugsforeningen,1,Leverandør,Handel,manuell,butikkfunksjon/salg
Logiforretning - Sømarbeide,1,Logivert/-vertinne,Handel,regel,"fallback-regel, sjekket manuelt"
Logihus,1,Logivert/-vertinne,Handel,regel,
Logisforretn. & småhandel,1,Logivert/-vertinne,Handel,regel,
Logivært,1,Logivert/-vertinne,Handel,regel,"fallback-regel, sjekket manuelt"
Lærejomfru,1,Lærejomfru,Handel,manuell,"TVIL: lærejente, antatt butikk"
Lærling i Fadernes Forretning,1,Lærling,Handel,regel,
Manufacturbetjent,1,Butikk-/handelsbetjent,Handel,regel,"fallback-regel, sjekket manuelt"
Manufakturekspedetrise,1,Butikkdame/expiditrise,Handel,regel,
Manufakturhandler,1,Kjøpmann/handelsmann,Handel,regel,
Mel - Havre en Gross & Dampsk. Expedition,1,Interessent/deleier,Frie yrker,manuell,butikkfunksjon/salg
Melkehandel,1,Melkehandel,Handel,regel,
Melkehandel og gaardeierske Enke,1,Melkehandel,Handel,regel,
Modedame,1,Motehandel,Handel,regel,"fallback-regel, sjekket manuelt"
Modedame egen f.,1,Motehandel,Handel,regel,"fallback-regel, sjekket manuelt"
Modepynt. Egen Forretning,1,Motehandel,Handel,regel,
Mægler Betjent,1,Butikk-/handelsbetjent,Handel,regel,"fallback-regel, sjekket manuelt"
Nederlansk Consul trælasthandler,1,Konsul,Frie yrker,manuell,butikkfunksjon/salg
Nøgterhedscafé,1,Kafévert/-vertinne,Mat og drikke,regel,"fallback-regel, sjekket manuelt"
Omvandrende Ulvarehandler,1,Ullvarehandler,Handel,regel,
"Overlevrandør, Trælast",1,Leverandør,Handel,manuell,butikkfunksjon/salg
Pakhusformand,1,Lagerformann,Handel,manuell,butikkfunksjon/salg
pakkerske i Skotøiforretning,1,Butikkmedarbeider,Handel,regel,
pensionat,1,Pensjonatvert/-vertinne,Handel,manuell,butikkfunksjon/salg
Pensionat privathotel,1,Pensjonatvert/-vertinne,Handel,regel,
Regningsbud Handlende med speile og billeder,1,Kjøpmann/handelsmann,Handel,regel,
Reisende,1,Handelsreisende,Handel,regel,
"Rejser som Bogagent for 'Den norske Bogmission', Akersgaden 74, Kristiania",1,Handelsreisende,Handel,regel,"fallback-regel, sjekket manuelt"
Rentenist Fhv. boghandler,1,Lever av egne midler,Forsørget,regel,
Restaurant,1,Restaurantør,Handel,regel,"fallback-regel, sjekket manuelt"
Restaurations-Bestyrerinde,1,Restaurantbestyrer/-bestyrerinne,Handel,manuell,butikkfunksjon/salg
Restauratør Eier af restauration,1,Restaurantør,Handel,regel,
selger brugte Kleder,1,Bruktthandler,Handel,regel,"fallback-regel, sjekket manuelt"
Skibsreder & Fuldmægtig hos et Skibsrederfirma,1,Skipsreder og fullmektig,Frie yrker,manuell,butikkfunksjon/salg
Smaahandel,1,Kjøpmann/handelsmann,Handel,regel,
Spise og logis forretning,1,Spisevert/-vertinne,Mat og drikke,regel,
Spisevert & Restauratør,1,Restaurantør,Handel,regel,
Spisevertinde,1,Spisevert/-vertinne,Mat og drikke,regel,"fallback-regel, sjekket manuelt"
